['샘밭막국수', '4033']
['더츠커피', '1973']
['고기깡패', '522']
['유키돈까스', '934']
['참새가물고온향기로운원두', '1529']
['봄이돈다', '2771']
['문파스타', '782']
['명동보리밥', '840']
['달콤한게으름놀이터', '739']
['정가네할머니손두부', '28']
['보통날의파스타', '1047']
['화룽', '1612']
['불백어게인', '261']
['옵스', '49897']
['빈체로파스타', '909']
['스즈란', '1746']
['도레과자점', '50']
['퀸즈콕', '674']
['어컵어데이', '1329']
['용두레', '58']
['고구려짬뽕10101', '948']
['선학정', '121']
['시골집', '85374']
['삼부자오리천국', 'None']
['무주골영양탕', 'None']
['플젠', '3111']
['커피한스', '133']
['황금족발', '2919']
['육심', '545']
['카마화로', '112']
['꼬치꼬치맛꼬치', '309']
['고기매니아', '5765']
['캣앤라인', '53']
['커피에반하다', '19386']
['커피담다', '211']
['정병학베이커리', 'None']
['얼레리꼴레리', '9615']
['하코야', '7867']
['스시로', '16800']
['계절밥상', '108281']
['948키친', '2269']
['스쿨스토어', '2237']
['아시아문', '33369']
['지식정보단지', '1183']
['미가라멘', '525']
['하네단', '189']
['파주닭국수', '10893']
['엄차고', '28']
['컵오브커피', '1256']
['송도명품삼계탕', '13']
['피자킹XXXL', 'None']
['그리다디저트카페', '115']
['툴롱', '1568']
['유에', '934']
['짬뽕타임24시', '1470']
['파노라믹65', '2629']
['피스트', '4403']
['베네', '296841']
['미야비', '2960']
['한양', '13158']
['경복궁삼계탕', '1739']
['마마스쿡', '25']
['테이스트에이트', '32']
['또와유청정명태간장조림', '6']
['파티피움', '610']
['커피5', '16']
['공항시장', '1406']
['밀작', '537']
['도일처', '645']
['바다향기', '7972']
['노가리깔까', '9']
['최대감', '169']
['공항떡집', '1']
['아페카페', '136']
['초가집', '16144']
['문래돼지불백', '411']
['카페라클라스', '57']
['최윤진당진아구동태찜탕', '2']
['비라티오커피', '19']
['존슨부대찌개', '2295']
['페리카나', '38663']
['타베루', '794']
['브루드서울', '928']
['나우니스', '833']
['악토버', '1495']
['꼼떼바베큐', '406']
['필립앤노아', '2863']
['뭄미', '512']
['앙키친', '632']
['올리브키친', '306']
['함흥본가', '653']
['소바트럭', '1273']
['뚜스뚜스', '3834']
['명태어장', '931']
['이가바지락손칼국수', '53']
['현이네초밥가게', '117']
['오백년장어', '436']
['더족발', '1630']
['도쿄하나', '6874']
['더플롯커피', '742']
['등촌최월선칼국수', '128']
['고양이똥2', '1361']
['코끼리만두', '2943']
['유림', '9361']
['박가부대', '3786']
['고양이똥', '5662']
['동그라미곱창', '403']
['스시경', '695']
['옛날한우곱창전문', '175']
['할범탕수육', '622']
['외국포차', '1365']
['유쾌했소', '32']
['강서복집', '131']
['정일품삼계탕', '320']
['가정경양', '1312']
['본설렁탕', '1161']
['커피요리', '1075']
['원조우렁된장너도나도식당', '1']
['또순이네', '4583']
['엘카페커피로스터스', '865']
['나나캄', '43']
['엘디아', '601']
['홈앤브레드', '1051']
['스퀘어21', '507']
['호연', '2703']
['도쿄등심블루', '22']
['바스버거', '9346']
['신원', '34065']
['오케이버거', '3890']
['피그인더가든', '4220']
['올라6', '45']
['삼거리푸줏간Blue', '148']
['송추가마골인어반', '377']
['가양칼국수버섯매운탕', '326']
['팥이재', '1790']
['브레드피트', '3803']
['파낙스', '641']
['서궁', '2873']
['창고43', '13922']
['경천애인', '4572']
['프랑세즈', '1602']
['터방내', '1454']
['성민양꼬치', '5794']
['탭하우스', '13798']
['바야흐로', '5597']
['삼목등심', '302']
['피자보이시나', '667']
['산이네', '2764']
['오후홍콩', '4246']
['리틀크레이지피자', '417']
['박종근과자점', '438']
['흥미면옥', '299']
['소운빙', '719']
['아이언펍', '560']
['돈키', '102640']
['애플하우스', '19694']
['스마일포차', '1275']
['반포치킨', '2448']
['에이치플러스와이', '202']
['도깨비곱창', '147']
['블루테이블', '113']
['드레꽃', '105']
['투썸플레이스', '530175']
['굿애프터눈', '6836']
['낙원궁중떡집', 'None']
['면', '80337']
['루나리치', '4013']
['팬차이나', '1227']
['고구려', '16296']
['육덕식당', '1781']
['낙원타코', '6967']
['랩트웬티포', '1000']
['어메이징타이', '987']
['장남식당', '1760']
['이야기하나', '3159']
['카페달곰', '1672']
['우마이센', '333']
['개성진찹쌀순대', '150']
['우리마을Self장어네', '31']
['차돌굽는놈', '11']
['고루', '843']
['오블리', '20248']
['어시장구이터', '132']
['셋뎀프리커피', '22']
['검암뒷고기&숯불꼼장어', 'None']
['명품관갈비', '71']
['명가화로구이', '18']
['비룡', '3006']
['폴', '57687']
['콩심', '1890']
['육장갈비', '1903']
['뚝주배기', '2']
['신농설렁탕', '6']
['훈장골', '3066']
['구이가', '6126']
['레스토랑8', '1121']
['소복', '55549']
['짱구네', '4516']
['밥이답이다', '857']
['호호밀', '168']
['마티나라운지', '12804']
['제일제면소', '31786']
['빕스익스프레스', '275']
['커피앳웍스)', 'None']
['오므토토마토다이닝', '140']
['엉클존슨부대', '23']
['화수목', '9608']
['주목', '7733']
['카페더롬', '34']
['스파게티스토리', '2729']
['강남쪽갈비', '402']
['배스킨라빈스', '87634']
['서병장부대찌개', '148']
['엽기팔닭', '25']
['모해커피', '164']
['나무앤코띠볼리오베네', 'None']
['참스치킨', '1']
['자연푸드', '1121']
['동백역하얀집', '3033']
['돌오리', '9']
['요기족이', '65']
['레드썬', '17287']
['블리스인타이', '37']
['꼬굽', '36']
['제이스테이블', '184']
['동태촌장냉면면장', '8']
['스시진', '5149']
['고베소', '473']
['프라빈', '937']
['길성이', '447']
['초당정풍천민물장어숯불구이', 'None']
['토미바비큐', 'None']
['잠실감자탕', '649']
['놀부부대찌개', '20067']
['길상참치', '75']
['영덕대게전문점', '6']
['홍복', '1094']
['평안도찹쌀순대', '549']
['바다소리회전초밥', 'None']
['마시내탕수육', '1945']
['용인골곱창', '22']
['파도횟집', '720']
['참수타요리전문점', '3']
['독도참치', '5448']
['수타베이징', '20']
['정가네보신탕', 'None']
['남원추어탕', '7347']
['눈꽃', '104083']
['식신매운갈비찜', '38']
['마초족발', '258']
['진샤이', '48']
['술이술술', '77771']
['하누물', '8']
['바빈스커피', '7989']
['올댓쏘세지', '53']
['김밥나라', '6076']
['둔전횟집', '21']
['태평', '8080']
['대머리칼국수', '417']
['커피타는너구리', '554']
['란주천면관', '13']
['원조태평동곱창', '37']
['충칭소면', '108']
['홍지네가마솥왕순대국', '4']
['탕화쿵부', '297']
['타코비', '6506']
['전주현대옥', '4644']
['이가네양꼬치', '2654']
['곱창고', '115657']
['영심이네김밥하우스', '2']
['두세르', '2051']
['서울감자탕', '2796']
['김씨도마', '970']
['황토군토담면오다리', '104']
['미정국수0410', '1475']
['브림커피', '3570']
['모든요일의까페', '349']
['디델리', '8858']
['크림슨', '8469']
['나미가', '106']
['콩나물국밥유진식당', 'None']
['가마명가', '58']
['통통숯불갈비', '52']
['미스터빈스', '57']
['더컵', '701']
['일산칼국수', '13929']
['남가남원추어탕', 'None']
['메밀래', '714']
['카페인', '172079']
['그린트리제과점', 'None']
['장수천한방민물장어', '1432']
['오르페', '446']
['나인블럭', '37201']
['써브웨이', '16482']
['베이커리카페에이블리', '5']
['박터진흥부네', '74']
['봉평메밀곤드레', '5']
['카페바비에', 'None']
['교동반점짬뽕', '194']
['춘천진미닭갈비', '278']
['솔바람여울소리', '22']
['바오김밥', '8']
['두드림치킨&비어', 'None']
['에트르', '13185']
['우니코', '2112']
['명품본가삼계탕', '61']
['한국관', '11468']
['공차', '256506']
['락앤웍', '3259']
['스시웨이', '12144']
['미식가', '59163']
['번개막창', '498']
['면주방', '5259']
['알로하테이블', '14706']
['장사랑', '6142']
['몬스터브레드', '5876']
['다향착한정육점', '967']
['미즈컨테이너', '105373']
['벨로치노', '1061']
['드마리스', '37868']
['고기유', '42']
['카페어반트리스', '2280']
['철판불백집', '13']
['탕가네김치찌개', '174']
['까페가로수길', '4']
['짚동가리쌩주', '2555']
['할머니즉석떡볶이', '226']
['자금성', '18733']
['군봉묵은지김치찜', '730']
['복생원', '124']
['트레비앙', '4164']
['피자나라치킨공주', '19388']
['옛날집', '7954']
['공주네집사골순대국뼈해장국', 'None']
['또봉이통닭', '8956']
['비씨800커피&티', 'None']
['스시고메이', '623']
['세컨드고메', '345']
['라떼플로라', '3985']
['갬성식당', '670']
['두루두루베이비카페', '352']
['숯불닭갈비에반하닭', '14']
['파파라멘', '368']
['내친구고양이카페', '41']
['웨일즈독', '515']
['쥬스토', '607']
['카페레블', '584']
['맛닭꼬', '16295']
['커피꾼', '103']
['빠오즈푸', '2098']
['감성다방', '2560']
['모서리에커피집', '964']
['궤도에오르다', '2658']
['깍뚝', '714']
['래빗홀버거컴퍼니', '167']
['샘터골', '140']
['알고탭하우스', '898']
['가츠시', '1117']
['왕십리정곱창', '778']
['홍명', '1727']
['세익스피어베케이션', '127']
['알로하포케', '4461']
['갤러리로얄', '1886']
['들었다놨다참숯불닭갈비', '260']
['빠비뚜엡', '161']
['로이스퀸', '1383']
['남포면옥', '4343']
['베리블라썸다이닝', '320']
['스타족발', '3313']
['메종엠오', '13344']
['브레드에스프레소앤', '918']
['아트메이저', '1087']
['페이브', '10822']
['초우', '789']
['매뉴팩트커피', '17835']
['미미치킨', '398']
['뽕사부', '1339']
['일미옥', '579']
['피터패트', '5962']
['중대양곱창', '305']
['오시오떡볶이', '741']
['비스트로앤', '167']
['커피나무', '35678']
['상도갈비타운', '13']
['야쿠야쿠', '198']
['탭하우스더슈라인', '48']
['스타동', '779']
['블랑제리가마', '307']
['파전닭갈비', '3599']
['식빵이야기', '276']
['신풍곱창', '152']
['커피메이플', '264']
['버섯생불고기개성면옥', 'None']
['커피마리오', '704']
['오대리국수', '163']
['짝태시대', '755']
['봉순게장', '2728']
['썸오브에브리띵', '16']
['김정수할머니보쌈막국수', '8']
['카페리메인', '1091']
['카페커프엔드', 'None']
['이비가짬뽕', '21267']
['수타원', '289']
['작동홍두깨칼국수', '61']
['장어나라', '2576']
['키친모짜렐라', '822']
['커피지니어스', '1742']
['아띠오아나폴리핏제리아', '1067']
['탄두르', '427']
['담다베이커리', '1533']
['드렁킨타이', '2797']
['로이스타코', '815']
['줄리앤줄리아', '10339']
['잇쇼니', '3079']
['칸지돈부리', '348']
['영월애곤드레', '1358']
['훈커피', '248']
['메테오커피로스터스', '22']
['몽중헌', '11521']
['별미곱창', '8257']
['서두산딤섬만두', '39']
['제주오겹살왕돌구이집', '410']
['샛집남원추어탕', '44']
['가일', '4755']
['커피바이셉템버', '1580']
['소담정', '1143']
['한아람정육식당', '49']
['할머니포장마차멸치국수', '675']
['보리밥', '61278']
['강릉송정해변막국수', '351']
['달콤슈가', '38']
['장충동왕족발', '466']
['펀비어킹', '3251']
['다시올치킨', '217']
['한양촌', '25']
['타이인플레이트', '383']
['다이꼬지', '1987']
['미네스키친', '377']
['카페우유니', '180']
['종점토스트', '40']
['타쿠', '3713']
['소문난보배곱창', '47']
['더스토리지', '272']
['서촌김씨', '2074']
['서촌계단집', '8799']
['에버델리', '3851']
['빚짜', '7766']
['누하동주스바', '531']
['영화루', '3573']
['깡통만두', '4566']
['브라세리인스페이스', '1194']
['비엣꽌', '55']
['자작나무이야기', '1919']
['안국153', '3006']
['스토9', '113']
['한가네불고기', '104']
['레이어드', '218704']
['버섯마루', '332']
['거목정육식당', '28']
['킹콩커피', '1904']
['사또치킨', '480']
['잠원떡볶이', '824']
['세븐스프링스', '32114']
['취향', '1663036']
['아리수포차', '12']
['진지방순대국', '227']
['다낭월남쌈', '60']
['메밀랑', '163']
['남경반점', '130']
['을지로골뱅이', '5630']
['안준수곤드레밥', '3']
['목우촌', '3496']
['오근내닭갈비', '2069']
['시애틀에스프레소', '367']
['메밀공방', '1322']
['미스터돈부리', '639']
['오근내2닭구이', '68']
['칸지고고', '2791']
['트레플유오', '1783']
['에삐과자점', '14']
['대치골한우곱창', '458']
['월화당', '553']
['타르트팜', '2156']
['커피블룸', '1030']
['화부돈', '222']
['김태완스시', '8434']
['양평', '547537']
['세컨드테이블', '896']
['유정명물닭갈비막국수', '1']
['닭대감이야기', '63']
['준섭이네', '61']
['삼고집', '7483']
['신남불고기', '9']
['일상다반사', '89243']
['신남큰집', '126']
['실래마을가마솥보리밥', 'None']
['시골장터막국수', '57']
['동흥관', '655']
['떡볶이랑걸레만두랑', '174']
['호남손팥칼국수', '31']
['더비스킷카페', '375']
['왕게수산', '508']
['동네스시집', '574']
['광명만두', '850']
['만랩커피', '4775']
['미스터초밥', '4695']
['오블리비아테', '1971']
['샤브애', '1486']
['카페1428', '845']
['식빵공방', '7689']
['한끼맛있다', '30902']
['마로랑', '1627']
['왓삼', '436']
['인생식당', '5985']
['초밥몬스터', '119']
['할매닭한마리', '573']
['속초코다리냉면', '8012']
['신토불이', '25660']
['사리원', '7478']
['아랜역물닭갈비', '748']
['착한보쌈족발', '62']
['빨강떡볶이', '4456']
['할머니국수', '3073']
['해물천지', '7626']
['황재코다리냉면', '697']
['동지팥죽', '9394']
['수원야식', '147']
['밥집반가', 'None']
['버드네정육식당', '12']
['북경중화요리', '47']
['수피자', '685']
['유정식당', '2349']
['이공숯불구이', 'None']
['쏘리소', '3']
['크림디저트샵', '591']
['화정족발', '2530']
['민쿡다시마', '844']
['스시메이진', '13658']
['육쌈냉면', '37965']
['부추곱창', '14214']
['민쿡의080부대찌개', '179']
['맘마쿡', '17']
['정석참치', '518']
['초밥오타루', '623']
['동방미식성', '179']
['미스앤미스터포테이토', '568']
['디톡시', '1068']
['도화원', '242']
['해피데이', '42980']
['요인요아웃', '291']
['테리스버거앤베니에', '235']
['하남한돈', '7']
['상일정육식당', '7']
['더두툼생고기', '42']
['어창수산', '13']
['오군테이', '66']
['송화의카페', '718']
['양선생', '1492']
['골든핸즈라운지', '1601']
['태백국물닭갈비', '662']
['샐러드프린세스', '1360']
['카페어바웃', '392']
['Mssg', '2559']
['오징어한마리매운떡볶이', '345']
['누들아한타이', '479']
['착한짬뽕더착한탕수육', '23']
['사이공리', '1580']
['브레드덕', '3892']
['요술얼음', '195']
['늘보리', '477']
['운봉산장양고기전문점', '21']
['신짱스시', '660']
['김광일간장새우', '275']
['아마르', '1323']
['브레드제이', '319']
['풍년집정육식당', '195']
['동신면가', '294']
['장독흑돼지', '103']
['정가네양꼬치', '34']
['유황생오리숯불구이', '10']
['해안반점', '54']
['알투라', '726']
['맛나슈퍼', '5666']
['오고참', '19']
['우수식탁', '64']
['초롱이고모부대찌개', '15']
['뱅끼', '24']
['지유가오카브레드', '1270']
['따순기미', '9962']
['코레아노스키친', '22523']
['만석장', '1811']
['백년나무', '188']
['피에프창', '25021']
['피콜로피노', '609']
['브레드숨', '3256']
['그런커피', '2243']
['굿데이서울', '992']
['카페노들수', '2']
['그런밤', '7654']
['카페비러브드', '168']
['비앙비앙', '1643']
['소문난명품잔치국수', '8']
['정가네식당', '48']
['한강손칼국수', '1']
['앨리스토리커피공장', '22']
['플러스에이블', '1406']
['바세츠아이스크림', '3872']
['마술', '53002']
['온담칼국수', '3']
['크롬바커비스트로', '19']
['화이트쇼콜라', '643']
['연탄불왕십리곱창', '7']
['보쌈마루', '580']
['검단오류', '155']
['왕길', '2539']
['검단사거리', '8119']
['마전', '2564']
['완정', '1439']
['독정', '173']
['검바위', '229']
['아시아드경기장', '4479']
['서구청', '14149']
['가정', '113873']
['석남', '21147']
['서부여성회관', '156']
['인천가좌', '1123']
['가재울', '4346']
['주안국가산단', '32']
['인하대', '52568']
['애비로드', '5104']
['닭살부부', '2890']
['슈가도로시', '2079']
['오겡끼데스까', '12184']
['신포', '4834']
['시민공원', '84471']
['석바위시장', '1316']
['석천사거리', '414']
['모래내시장', '11877']
['만수', '9463']
['인천대공원', '90705']
['운연', '70']
['곤지암', '160979']
['신둔도예촌', '690']
['이천', '362017']
['부발', '1217']
['세종대왕릉', '4327']
['여주', '230838']
['지평', '2153']
['야당', '34554']
['인우초밥', '253']
['성천막국수', '730']
['일광쪽갈비', '67']
['늘봄해물찜&손칼국수', 'None']
['퍼102', '27']
['칠오구의집', '111']
['엄나무집', '162']
['커피그라운즈', '404']
['속초붉은대게', '7792']
['본누벨과자점', '47']
['커피점빵', '2787']
['스시토푸', '851']
['베이커리구스토', '688']
['광나루순대', '49']
['삼통치킨', '6641']
['나미', '27644']
['대관령감자탕', '38']
['스시히로바미니', '119']
['프언타이', '407']
['엘리펀트커피', '2170']
['청년다방', '131440']
['으뜸횟집', '632']
['호우스시', '420']
['가인채', '3341']
['할매집순대국', '5']
['산수고원', '194']
['카페햅시바', '3']
['오륜브레드', '4']
['파리크라상', '60668']
['비스트로오르소', '38']
['더한스아리아', '68']
['다랑손칼국수', '3']
['해림식당', '14']
['하나로황제짜장', 'None']
['코바코', '4402']
['프라브', '888']
['바니치킨', '201']
['카페298', '51']
['맛나닭가마솥치킨', '175']
['우돈가네맛구이', 'None']
['시즌티', '237']
['소육옥', '175']
['종로닭한마리', '346']
['커피시네마', '56']
['대로부속집', '5']
['독바위바지락칼국수', '2']
['올떡볶이', '537']
['제주돈창고', '1']
['하하호호족발', '3']
['수연떡방앗간', 'None']
['한앤둘', '551']
['마성의족발', '4']
['치킨뱅이', '4546']
['뚜레쥬르', '115531']
['빚은', '10945']
['내고향왕만두', '63']
['바오바', '52291']
['커피라이터', '2743']
['찬스브로스', '5177']
['사우스사이드팔러', '260']
['매니멀스모크하우스', '4721']
['왕타이', '4606']
['더버뮤다', '9341']
['코니크', '3406']
['디어브레드', '9142']
['고른햇살', '1867']
['프로마치', '1404']
['용초수', '1001']
['샐러데이', '2387']
['하트카페', '553']
['오샬', '1281']
['정상호프', '8']
['휘모리', '1228']
['춘자', '19839']
['시저지', '602']
['이웃사촌', '43685']
['석관시장떡볶이', '310']
['모구모구', '15833']
['성가네낙지마을', '373']
['패티앤빅왕돈가스', '66']
['태성식당', '68']
['대게축제', '2872']
['세븐돈까스김밥', '2']
['육부단', '6']
['Mr왕', 'None']
['토리자까나', '4']
['어썸커피', '1406']
['데일리파크', '678']
['스시차이', '20']
['봉화산커피', '370']
['낙지방', '32']
['기와집', '21076']
['일광횟집', '193']
['의성국밥', '4']
['모찌로', '115']
['커피바스켓', '613']
['강변꽃돼지막창', '4']
['카페두드림', '258']
['짜우탕', '144']
['똥집의달인', '251']
['불라비나카', '878']
['카페레아0306', '245']
['서브웨이', '136184']
['떡볶이창고', '475']
['참숯막창집', '120']
['디어필립', '381']
['30cm옛날수제왕돈까스', '12']
['주원초밥앤참치', '28']
['브라우니70', '12666']
['씨갤러리', '253']
['스시앤스시', '1399']
['밀밭', '3588']
['호중천', '38']
['용인토종순대국', '52']
['지브로', '2314']
['파이톤', '26234']
['꾸떼드미엘', '268']
['쿠마스시', '197']
['통통조개구이', '100']
['엉클스보라카이', '1442']
['태성추어탕', '321']
['디어스윗랩', '2486']
['아날로그키친', '15199']
['스시메이진황금접시', '863']
['존쿡델리미트', '13459']
['히노아지', '5119']
['335키친', '78']
['바나나립', '1398']
['솔밭공원', '3691']
['419민주묘지', '594']
['가오리', '36214']
['화계', '858']
['삼양', '22804']
['삼양사거리', '1732']
['솔샘', '204']
['북한산보국문', '167']
['정릉', '30545']
['쿠데타', '217152']
['어서오슈', '760']
['고래고래', '16913']
['동방만두전문점', '3']
['화경', '768']
['족발하우스', '164']
['황토숯불바베큐', '7']
['정가네', '6936']
['모니모니', '6668']
['닭갈비제작소', '6368']
['스시향', '2251']
['닥꼼', '136']
['달주라멘', '1017']
['닭이봉춘천닭갈비', '129']
['오파스타', '438']
['바로족발', '845']
['대통삼', '1184']
['사바사바치킨&비어', 'None']
['드럼통석쇠구이', '11']
['카페베네', '248821']
['더블플레이치킨', '273']
['빡스스테이크', '8']
['스시모모', '16']
['322미터', '697']
['롱커피', '1297']
['오아시스71', '110']
['김밥레시피', '202']
['장모족발', '3726']
['강한남자족발', '273']
['생고기제작소', '16120']
['버거웨이', '201']
['웨이사이드치킨', '240']
['가메이', '682']
['취엔', '415']
['레오펍', '333']
['동복식당', '40']
['스시애', '3372']
['뉴욕반점', '3099']
['청실홍실', '8034']
['온더바', '2890']
['산수향', '506']
['부평막국수', '363']
['세겹살', '717']
['면식수행', '9322']
['예한상', '7']
['커피나래', '28']
['할머니추어탕', '1211']
['삼현가', '7']
['야당리외식공간', '1312']
['쇼우', '1368']
['황칠가돼지엄마족발보쌈', '2']
['손스시', '46']
['심슨더스파이스', '892']
['안단테', '21043']
['내사랑동까스', '828']
['카페85랩', '691']
['착한낙지와해물칼국수', '8']
['잇츠', '9872']
['자니로켓', '9496']
['3층커피집', '953']
['어스식당', '687']
['정성본샤브칼국수', '4']
['카페썸모어', '3915']
['오늘더사랑해', '38001']
['아띠커피', '244']
['송도양과점', '323']
['크리스피버거', '899']
['피올리앙', '249']
['쌈앤장', '117']
['기노스코', '4146']
['아츠델리', '693']
['수라채다이닝', '420']
['임파스토', '1152']
['터쿼이즈커피', '424']
['단바쿠라멘', '1620']
['헤이미쉬', '13528']
['터치스카이루프탑바', '59']
['엘벧엘', '192']
['이조면옥', '3649']
['별난낙지', '370']
['금왕돈까스', '4482']
['1977김치찌개', '8']
['갯마을회전문점', 'None']
['카페드라무', '334']
['노렌', '6317']
['먹태집', '771']
['담소사골순대', '4792']
['신야텐야', '1295']
['고씨네', '11595']
['챠라챠라', '125']
['인생덮밥', '1515']
['이엄청난참치', '21']
['카페더브릿지', '1564']
['봉구비어', '160468']
['농장이야기', '504']
['정인면옥', '10111']
['이도맨숀', '1608']
['올라', '22589']
['진진만두국', '130']
['김명자굴국밥전문점', '26']
['소호정', '6795']
['그리츠', '1483']
['커피앓이', '206']
['한소반', '2776']
['곤드레집', '420']
['청계산커피하우스', '2']
['청계산산들애', '6']
['영주축산농협한우프라자', '2']
['애마오리', '675']
['카페트리니티', '115']
['청계산도토리국수', '15']
['153포인츠부대찌개', '1040']
['시골애낙지볶음', '263']
['일미리금계찜닭', '7252']
['CaffeArte', '132']
['오와스시', '5843']
['방자네바지락칼국수', '31']
['산골정육점식당', '18']
['삼보추어탕', '39']
['밥머거', '553']
['우렁각시', '14448']
['무봉리토종순대국', '415']
['Cafe봄날', '570']
['그부대찌개집', 'None']
['나무기린', '4358']
['라미니', '3615']
['미스터빅', '2128']
['더플래버', '34']
['강남돼지', '552']
['유미딱닭강정', '8']
['동인카페', '5']
['키레에나스시', '50']
['남애막국수칼국수', 'None']
['호롱불닭발', '31']
['최고봉갈매기', '61']
['예카낙지마을', '5']
['엄마손족발칼국수', 'None']
['용인시장애인종합복지관쿠키트리', 'None']
['수누리감자탕', '805']
['가현네손칼국수', 'None']
['울엄니보신탕', 'None']
['새우야', '2464']
['본구이', '273']
['송추가마골', '14761']
['그린파스타', '798']
['멘무샤', '12972']
['돈곳간', '451']
['고메이커피', '41']
['큰형네부대찌개', '9']
['돈까스앤바베큐', 'None']
['우묵베미사람들', 'None']
['해뜨루', '47']
['도농', '6864']
['구루몽', '3824']
['스시마이따', '69']
['이자까야센', '4']
['풍년농장', '31']
['FlapjackPantry', '3593']
['가운한우장터', '7']
['신군쭈꾸미', '28']
['버거팰리스', '14']
['그리너리플레이스', '1477']
['뽕차이', '546']
['오리1', '21']
['충무김밥', '55358']
['덕소나능이버섯백숙', 'None']
['강호동치킨678', '1566']
['두산떡방', 'None']
['예조', '1176']
['커피집지라니', 'None']
['수수', '15792']
['진지상', '537']
['연꽃언덕', '1628']
['카페리노', '1241']
['알로하오에', '971']
['두물머리연꽃마을', '5']
['강변집', '52']
['브라운스푼', '7738']
['두물머리밥상', '177']
['공릉동원조멸치국수', '134']
['삼전숯불갈비', '22']
['국수리국수', '869']
['촌두부밥상', '10']
['Bamboo314', '460']
['보릿고개', '6280']
['너랑나랑분식카페', '2']
['국수리순두부', '3']
['커피앤트래블', '10']
['무청밥상', '28']
['양수해물순두부', 'None']
['반포식스', '7705']
['호토모토', '1300']
['이조한아름갈비', '19']
['서울', '11525695']
['알키미스타', '943']
['청솔식당', '315']
['소담촌', '4037']
['청', '47221']
['남흥골삼호가든', '17']
['고기요', '743']
['아리산채', '277']
['대동반점', '1295']
['포항막회', '770']
['살구나무집', '521']
['지노스커피', '51']
['소담치킨', '1285']
['카페도노', '788']
['정다방', '629']
['어머니밥상', '974']
['토당칡냉면칼국수', '1']
['베이커리해피데이', 'None']
['BARN110', '1251']
['피스피스', '15306']
['이곳에선', '3470']
['몽화가락', '662']
['필모어', '10780']
['재이식당', '3000']
['양지미식당', '13047']
['르쁠라', '1266']
['앵커드', '6421']
['사또돼지부속', '2']
['회싸나이', '276']
['해피커피', '120']
['유일곰탕', '12']
['참두루두루치기', '68']
['옛날수타손짜장', '28']
['곤지암소머리국밥', '460']
['옥돌례', 'None']
['암소식당', '31']
['그린플레이트', '862']
['신선한우촌', '34']
['메이드인짬뽕', '388']
['그린파티', '355']
['흥부네숯불갈비', '27']
['빈스', '39869']
['3일장터', '30']
['소망한우명가', '1']
['돈보따리족발', '7']
['원조이모네곱창', '10']
['피자핫', '224']
['신화조양순대국', 'None']
['깻잎칩킨', '1775']
['한성식당', '1872']
['3일한우국밥', '204']
['왕쉐프', '210']
['뽈이랑아구랑', '56']
['고기를사랑하는집', '37']
['미드655', '155']
['몽차이', '259']
['한쌈가득', '635']
['쉐프가하는술집', '119']
['뉴욕그릴', '261']
['탐라도회참치', '4']
['아트리움카페', '17']
['맛있는밥상', '5151']
['착한닭갈비', '669']
['빨간커피통', 'None']
['그옛날손짜장', '157']
['호두까기호두과자', '67']
['한국에서두번째양평해장국', '23']
['대가집', '221']
['최대감생고기', 'None']
['대성리맷돌손두부', '2']
['송원막국수', '2404']
['조무락닭갈비', '433']
['남이섬꼬꼬춘천닭갈비', '140']
['산촌식당', '724']
['DAL0101cafe', '20']
['플랫', '97904']
['둘레길숯불닭갈비', '53']
['청운닭갈비막국수', '62']
['닭갈비사랑메밀국시', '490']
['유명숙춘천닭갈비', '49']
['강촌역닭갈비', '15']
['원조숯불닭불고기', '325']
['회영루', '813']
['이디오피아집', '690']
['비스트로테이스티', '1057']
['자매키친', '5985']
['크로프트커피', '3415']
['산더덕숯불닭갈비', '529']
['춘천커피', '6424']
['춘천숯불닭갈비', '7492']
['치엔롱', '531']
['온더가츠', '303']
